Year,Date,Hijri_Date,Day,Multan_DOC_Rate,Multan_Farm_Rate
2017,6-Oct-17,16 Muharram 1439,Friday,34,110
2017,7-Oct-17,17 Muharram 1439,Saturday,36,116
2017,8-Oct-17,18 Muharram 1439,Sunday,36,117
2017,9-Oct-17,19 Muharram 1439,Monday,36,113
2017,10-Oct-17,20 Muharram 1439,Tuesday,36,106
2017,11-Oct-17,21 Muharram 1439,Wednesday,36,108
2017,12-Oct-17,22 Muharram 1439,Thursday,36,106
2017,13-Oct-17,23 Muharram 1439,Friday,36,101
2017,14-Oct-17,24 Muharram 1439,Saturday,36,102
2017,15-Oct-17,25 Muharram 1439,Sunday,36,102
2017,16-Oct-17,26 Muharram 1439,Monday,36,110
2017,17-Oct-17,27 Muharram 1439,Tuesday,36,110
2017,18-Oct-17,28 Muharram 1439,Wednesday,38,118
2017,19-Oct-17,29 Muharram 1439,Thursday,38,118
2017,20-Oct-17,30 Muharram 1439,Friday,38,123
2017,21-Oct-17,1 Safar 1439,Saturday,38,117
2017,22-Oct-17,2 Safar 1439,Sunday,38,112
2017,23-Oct-17,3 Safar 1439,Monday,38,112
2017,24-Oct-17,4 Safar 1439,Tuesday,38,115
2017,25-Oct-17,5 Safar 1439,Wednesday,38,115
2017,26-Oct-17,6 Safar 1439,Thursday,34,107
2017,27-Oct-17,7 Safar 1439,Friday,24,109
2017,28-Oct-17,8 Safar 1439,Saturday,24,112
2017,29-Oct-17,9 Safar 1439,Sunday,24,107
2017,30-Oct-17,10 Safar 1439,Monday,24,104
2017,31-Oct-17,11 Safar 1439,Tuesday,24,108
2017,1-Nov-17,12 Safar 1439,Wednesday,26,108
2017,2-Nov-17,13 Safar 1439,Thursday,26,112
2017,3-Nov-17,14 Safar 1439,Friday,28,106
2017,4-Nov-17,15 Safar 1439,Saturday,28,106
2017,5-Nov-17,16 Safar 1439,Sunday,28,108
2017,6-Nov-17,17 Safar 1439,Monday,28,112
2017,7-Nov-17,18 Safar 1439,Tuesday,30,116
2017,8-Nov-17,19 Safar 1439,Wednesday,30,112
2017,9-Nov-17,20 Safar 1439,Thursday,28,110
2017,10-Nov-17,21 Safar 1439,Friday,18,112
2017,11-Nov-17,22 Safar 1439,Saturday,22,112
2017,12-Nov-17,23 Safar 1439,Sunday,22,118
2017,13-Nov-17,24 Safar 1439,Monday,22,113
2017,14-Nov-17,25 Safar 1439,Tuesday,24,110
2017,15-Nov-17,26 Safar 1439,Wednesday,24,110
2017,16-Nov-17,27 Safar 1439,Thursday,26,112
2017,17-Nov-17,28 Safar 1439,Friday,26,116
2017,18-Nov-17,29 Safar 1439,Saturday,28,114
2017,19-Nov-17,1 Rabi Al-Awwal 1439,Sunday,28,116
2017,20-Nov-17,2 Rabi Al-Awwal 1439,Monday,30,122
2017,21-Nov-17,3 Rabi Al-Awwal 1439,Tuesday,34,127
2017,22-Nov-17,4 Rabi Al-Awwal 1439,Wednesday,36,135
2017,23-Nov-17,5 Rabi Al-Awwal 1439,Thursday,36,128
2017,24-Nov-17,6 Rabi Al-Awwal 1439,Friday,38,121
2017,25-Nov-17,7 Rabi Al-Awwal 1439,Saturday,38,125
2017,26-Nov-17,8 Rabi Al-Awwal 1439,Sunday,38,125
2017,27-Nov-17,9 Rabi Al-Awwal 1439,Monday,38,124
2017,28-Nov-17,10 Rabi Al-Awwal 1439,Tuesday,34,124
2017,29-Nov-17,11 Rabi Al-Awwal 1439,Wednesday,30,126
2017,30-Nov-17,12 Rabi Al-Awwal 1439,Thursday,24,123
2017,1-Dec-17,13 Rabi Al-Awwal 1439,Friday,25,122
2017,2-Dec-17,14 Rabi Al-Awwal 1439,Saturday,26,122
2017,3-Dec-17,15 Rabi Al-Awwal 1439,Sunday,26,126
2017,4-Dec-17,16 Rabi Al-Awwal 1439,Monday,26,125
2017,5-Dec-17,17 Rabi Al-Awwal 1439,Tuesday,28,122
2017,6-Dec-17,18 Rabi Al-Awwal 1439,Wednesday,32,124
2017,7-Dec-17,19 Rabi Al-Awwal 1439,Thursday,34,126
2017,8-Dec-17,20 Rabi Al-Awwal 1439,Friday,36,126
2017,9-Dec-17,21 Rabi Al-Awwal 1439,Saturday,38,126
2017,10-Dec-17,22 Rabi Al-Awwal 1439,Sunday,38,134
2017,11-Dec-17,23 Rabi Al-Awwal 1439,Monday,38,138
2017,12-Dec-17,24 Rabi Al-Awwal 1439,Tuesday,40,147
2017,13-Dec-17,25 Rabi Al-Awwal 1439,Wednesday,42,145
2017,14-Dec-17,26 Rabi Al-Awwal 1439,Thursday,44,143
2017,15-Dec-17,27 Rabi Al-Awwal 1439,Friday,44,143
2017,16-Dec-17,28 Rabi Al-Awwal 1439,Saturday,44,153
2017,17-Dec-17,29 Rabi Al-Awwal 1439,Sunday,44,157
2017,18-Dec-17,30 Rabi Al-Awwal 1439,Monday,44,157
2017,19-Dec-17,1 Rabi Al-Thani,Tuesday,44,157
2017,20-Dec-17,2 Rabi Al-Thani,Wednesday,44,163
2017,21-Dec-17,3 Rabi Al-Thani,Thursday,46,166
2017,22-Dec-17,4 Rabi Al-Thani,Friday,48,166
2017,23-Dec-17,5 Rabi Al-Thani,Saturday,48,166
2017,24-Dec-17,6 Rabi Al-Thani,Sunday,48,166
2017,25-Dec-17,7 Rabi Al-Thani,Monday,48,167
2017,26-Dec-17,8 Rabi Al-Thani,Tuesday,50,167
2017,27-Dec-17,9 Rabi Al-Thani,Wednesday,50,178
2017,28-Dec-17,10 Rabi Al-Thani,Thursday,52,183
2017,29-Dec-17,11 Rabi Al-Thani,Friday,54,188
2017,30-Dec-17,12 Rabi Al-Thani,Saturday,54,176
2017,31-Dec-17,13 Rabi Al-Thani,Sunday,54,167
2018,1-Jan-18,14 Rabi Al-Thani,Monday,54,167
2018,2-Jan-18,15 Rabi Al-Thani,Tuesday,54,167
2018,3-Jan-18,16 Rabi Al-Thani,Wednesday,54,173
2018,4-Jan-18,17 Rabi Al-Thani,Thursday,54,179
2018,5-Jan-18,18 Rabi Al-Thani,Friday,54,176
2018,6-Jan-18,19 Rabi Al-Thani,Saturday,54,172
2018,7-Jan-18,20 Rabi Al-Thani,Sunday,55,167
2018,8-Jan-18,21 Rabi Al-Thani,Monday,56,170
2018,9-Jan-18,22 Rabi Al-Thani,Tuesday,56,172
2018,10-Jan-18,23 Rabi Al-Thani,Wednesday,56,172
2018,11-Jan-18,24 Rabi Al-Thani,Thursday,56,167
2018,12-Jan-18,25 Rabi Al-Thani,Friday,56,160
2018,13-Jan-18,26 Rabi Al-Thani,Saturday,56,157
2018,14-Jan-18,27 Rabi Al-Thani,Sunday,56,149
2018,15-Jan-18,28 Rabi Al-Thani,Monday,56,137
2018,16-Jan-18,29 Rabi Al-Thani,Tuesday,44,137
2018,17-Jan-18,30 Rabi Al-Thani,Wednesday,44,146
2018,18-Jan-18,1 Jumada Al-Awwal,Thursday,46,154
2018,19-Jan-18,2 Jumada Al-Awwal,Friday,46,152
2018,20-Jan-18,3 Jumada Al-Awwal,Saturday,46,148
2018,21-Jan-18,4 Jumada Al-Awwal,Sunday,46,144
2018,22-Jan-18,5 Jumada Al-Awwal,Monday,46,145
2018,23-Jan-18,6 Jumada Al-Awwal,Tuesday,46,150
2018,24-Jan-18,7 Jumada Al-Awwal,Wednesday,48,148
2018,25-Jan-18,8 Jumada Al-Awwal,Thursday,48,148
2018,26-Jan-18,9 Jumada Al-Awwal,Friday,48,148
2018,27-Jan-18,10 Jumada Al-Awwal,Saturday,48,150
2018,28-Jan-18,11 Jumada Al-Awwal,Sunday,48,152
2018,29-Jan-18,12 Jumada Al-Awwal,Monday,48,152
2018,30-Jan-18,13 Jumada Al-Awwal,Tuesday,48,152
2018,31-Jan-18,14 Jumada Al-Awwal,Wednesday,48,143
2018,1-Feb-18,15 Jumada Al-Awwal,Thursday,48,143
2018,2-Feb-18,16 Jumada Al-Awwal,Friday,50,146
2018,3-Feb-18,17 Jumada Al-Awwal,Saturday,50,143
2018,4-Feb-18,18 Jumada Al-Awwal,Sunday,50,138
2018,5-Feb-18,19 Jumada Al-Awwal,Monday,50,143
2018,6-Feb-18,20 Jumada Al-Awwal,Tuesday,52,143
2018,7-Feb-18,21 Jumada Al-Awwal,Wednesday,52,143
2018,8-Feb-18,22 Jumada Al-Awwal,Thursday,54,145
2018,9-Feb-18,23 Jumada Al-Awwal,Friday,54,142
2018,10-Feb-18,24 Jumada Al-Awwal,Saturday,54,144
2018,11-Feb-18,25 Jumada Al-Awwal,Sunday,55,146
2018,12-Feb-18,26 Jumada Al-Awwal,Monday,56,146
2018,13-Feb-18,27 Jumada Al-Awwal,Tuesday,56,141
2018,14-Feb-18,28 Jumada Al-Awwal,Wednesday,56,141
2018,15-Feb-18,29 Jumada Al-Awwal,Thursday,56,141
2018,16-Feb-18,30 Jumada Al-Awwal,Friday,58,139
2018,17-Feb-18,1 Jumada Al-Thani,Saturday,58,142
2018,18-Feb-18,2 Jumada Al-Thani,Sunday,58,142
2018,19-Feb-18,3 Jumada Al-Thani,Monday,58,145
2018,20-Feb-18,4 Jumada Al-Thani,Tuesday,58,141
2018,21-Feb-18,5 Jumada Al-Thani,Wednesday,58,141
2018,22-Feb-18,6 Jumada Al-Thani,Thursday,58,141
2018,23-Feb-18,7 Jumada Al-Thani,Friday,58,140
2018,24-Feb-18,8 Jumada Al-Thani,Saturday,58,146
2018,25-Feb-18,9 Jumada Al-Thani,Sunday,58,152
2018,26-Feb-18,10 Jumada Al-Thani,Monday,58,151
2018,27-Feb-18,11 Jumada Al-Thani,Tuesday,58,150
2018,28-Feb-18,12 Jumada Al-Thani,Wednesday,58,150
2018,1-Mar-18,13 Jumada Al-Thani,Thursday,58,150
2018,2-Mar-18,14 Jumada Al-Thani,Friday,58,146
2018,3-Mar-18,15 Jumada Al-Thani,Saturday,58,146
2018,4-Mar-18,16 Jumada Al-Thani,Sunday,59,155
2018,5-Mar-18,17 Jumada Al-Thani,Monday,60,157
2018,6-Mar-18,18 Jumada Al-Thani,Tuesday,60,158
2018,7-Mar-18,19 Jumada Al-Thani,Wednesday,62,158
2018,8-Mar-18,20 Jumada Al-Thani,Thursday,64,171
2018,9-Mar-18,21 Jumada Al-Thani,Friday,64,167
2018,10-Mar-18,22 Jumada Al-Thani,Saturday,64,159
2018,11-Mar-18,23 Jumada Al-Thani,Sunday,64,160
2018,12-Mar-18,24 Jumada Al-Thani,Monday,64,163
2018,13-Mar-18,25 Jumada Al-Thani,Tuesday,64,161
2018,14-Mar-18,26 Jumada Al-Thani,Wednesday,64,158
2018,15-Mar-18,27 Jumada Al-Thani,Thursday,64,163
2018,16-Mar-18,28 Jumada Al-Thani,Friday,64,162
2018,17-Mar-18,29 Jumada Al-Thani,Saturday,64,158
2018,18-Mar-18,1 Rajab 1439,Sunday,64,162
2018,19-Mar-18,2 Rajab 1439,Monday,64,158
2018,20-Mar-18,3 Rajab 1439,Tuesday,64,166
2018,21-Mar-18,4 Rajab 1439,Wednesday,64,166
2018,22-Mar-18,5 Rajab 1439,Thursday,64,166
2018,23-Mar-18,6 Rajab 1439,Friday,64,166
2018,24-Mar-18,7 Rajab 1439,Saturday,64,164
2018,25-Mar-18,8 Rajab 1439,Sunday,64,158
2018,26-Mar-18,9 Rajab 1439,Monday,64,158
2018,27-Mar-18,10 Rajab 1439,Tuesday,56,158
2018,28-Mar-18,11 Rajab 1439,Wednesday,50,149
2018,29-Mar-18,12 Rajab 1439,Thursday,42,141
2018,30-Mar-18,13 Rajab 1439,Friday,42,147
2018,31-Mar-18,14 Rajab 1439,Saturday,44,150
2018,1-Apr-18,15 Rajab 1439,Sunday,44,150
2018,2-Apr-18,16 Rajab 1439,Monday,44,146
2018,3-Apr-18,17 Rajab 1439,Tuesday,44,150
2018,4-Apr-18,18 Rajab 1439,Wednesday,44,150
2018,5-Apr-18,19 Rajab 1439,Thursday,46,152
2018,6-Apr-18,20 Rajab 1439,Friday,46,151
2018,7-Apr-18,21 Rajab 1439,Saturday,46,151
2018,8-Apr-18,22 Rajab 1439,Sunday,47,152
2018,9-Apr-18,23 Rajab 1439,Monday,48,161
2018,10-Apr-18,24 Rajab 1439,Tuesday,48,163
2018,11-Apr-18,25 Rajab 1439,Wednesday,50,161
2018,12-Apr-18,26 Rajab 1439,Thursday,50,156
2018,13-Apr-18,27 Rajab 1439,Friday,50,153
2018,14-Apr-18,28 Rajab 1439,Saturday,50,159
2018,15-Apr-18,29 Rajab 1439,Sunday,46,162
2018,16-Apr-18,30 Rajab 1439,Monday,42,163
2018,17-Apr-18,1 Shaban 1439,Tuesday,38,163
2018,18-Apr-18,2 Shaban 1439,Wednesday,34,163
2018,19-Apr-18,3 Shaban 1439,Thursday,34,163
2018,20-Apr-18,4 Shaban 1439,Friday,36,161
2018,21-Apr-18,5 Shaban 1439,Saturday,38,158
2018,22-Apr-18,6 Shaban 1439,Sunday,40,156
2018,23-Apr-18,7 Shaban 1439,Monday,42,156
2018,24-Apr-18,8 Shaban 1439,Tuesday,44,160
2018,25-Apr-18,9 Shaban 1439,Wednesday,46,158
2018,26-Apr-18,10 Shaban 1439,Thursday,48,158
2018,27-Apr-18,11 Shaban 1439,Friday,50,152
2018,28-Apr-18,12 Shaban 1439,Saturday,52,148
2018,29-Apr-18,13 Shaban 1439,Sunday,52,148
2018,30-Apr-18,14 Shaban 1439,Monday,52,152
2018,1-May-18,15 Shaban 1439,Tuesday,52,152
2018,2-May-18,16 Shaban 1439,Wednesday,54,152
2018,3-May-18,17 Shaban 1439,Thursday,56,159
2018,4-May-18,18 Shaban 1439,Friday,60,163
2018,5-May-18,19 Shaban 1439,Saturday,62,168
2018,6-May-18,20 Shaban 1439,Sunday,63,177
2018,7-May-18,21 Shaban 1439,Monday,64,187
2018,8-May-18,22 Shaban 1439,Tuesday,68,181
2018,9-May-18,23 Shaban 1439,Wednesday,68,183
2018,10-May-18,24 Shaban 1439,Thursday,70,183
2018,11-May-18,25 Shaban 1439,Friday,70,183
2018,12-May-18,26 Shaban 1439,Saturday,62,184
2018,13-May-18,27 Shaban 1439,Sunday,56,184
2018,14-May-18,28 Shaban 1439,Monday,50,184
2018,15-May-18,29 Shaban 1439,Tuesday,50,187
2018,16-May-18,1 Ramadan 1439,Wednesday,52,190
2018,17-May-18,1 Ramadan 1439,Thursday,52,191
2018,18-May-18,3 Ramadan 1439,Friday,52,192
2018,19-May-18,4 Ramadan 1439,Saturday,52,192
2018,20-May-18,5 Ramadan 1439,Sunday,52,186
2018,21-May-18,6 Ramadan 1439,Monday,52,176
2018,22-May-18,7 Ramadan 1439,Tuesday,52,162
2018,23-May-18,8 Ramadan 1439,Wednesday,44,153
2018,24-May-18,9 Ramadan 1439,Thursday,44,163
2018,25-May-18,10 Ramadan 1439,Friday,46,172
2018,26-May-18,11 Ramadan 1439,Saturday,46,176
2018,27-May-18,12 Ramadan 1439,Sunday,46,167
2018,28-May-18,13 Ramadan 1439,Monday,46,161
2018,29-May-18,14 Ramadan 1439,Tuesday,48,157
2018,30-May-18,15 Ramadan 1439,Wednesday,48,162
2018,31-May-18,16 Ramadan 1439,Thursday,48,162
2018,1-Jun-18,17 Ramadan 1439,Friday,48,162
2018,2-Jun-18,18 Ramadan 1439,Saturday,48,164
2018,3-Jun-18,19 Ramadan 1439,Sunday,48,163
2018,4-Jun-18,20 Ramadan 1439,Monday,48,162
2018,5-Jun-18,21 Ramadan 1439,Tuesday,48,156
2018,6-Jun-18,22 Ramadan 1439,Wednesday,48,153
2018,7-Jun-18,23 Ramadan 1439,Thursday,48,161
2018,8-Jun-18,24 Ramadan 1439,Friday,48,161
2018,9-Jun-18,25 Ramadan 1439,Saturday,48,161
2018,10-Jun-18,26 Ramadan 1439,Sunday,48,165
2018,11-Jun-18,27 Ramadan 1439,Monday,48,170
2018,12-Jun-18,28 Ramadan 1439,Tuesday,48,173
2018,13-Jun-18,29 Ramadan 1439,Wednesday,42,177
2018,14-Jun-18,30 Ramadan 1439,Thursday,34,177
2018,15-Jun-18,1 Shawwal 1439,Friday,34,180
2018,16-Jun-18,2 Shawwal 1439,Saturday,34,183
2018,17-Jun-18,3 Shawwal 1439,Sunday,34,190
2018,18-Jun-18,4 Shawwal 1439,Monday,34,190
2018,19-Jun-18,5 Shawwal 1439,Tuesday,36,192
2018,20-Jun-18,6 Shawwal 1439,Wednesday,42,192
2018,21-Jun-18,7 Shawwal 1439,Thursday,46,198
2018,22-Jun-18,8 Shawwal 1439,Friday,48,210
2018,23-Jun-18,9 Shawwal 1439,Saturday,48,198
2018,24-Jun-18,10 Shawwal 1439,Sunday,48,180
2018,25-Jun-18,11 Shawwal 1439,Monday,48,181
2018,26-Jun-18,12 Shawwal 1439,Tuesday,48,186
2018,27-Jun-18,13 Shawwal 1439,Wednesday,48,187
2018,28-Jun-18,14 Shawwal 1439,Thursday,48,189
2018,29-Jun-18,15 Shawwal 1439,Friday,48,189
2018,30-Jun-18,16 Shawwal 1439,Saturday,48,185
2018,1-Jul-18,17 Shawwal 1439,Sunday,48,183
2018,2-Jul-18,18 Shawwal 1439,Monday,48,175
2018,3-Jul-18,19 Shawwal 1439,Tuesday,48,166
2018,4-Jul-18,20 Shawwal 1439,Wednesday,48,152
2018,5-Jul-18,21 Shawwal 1439,Thursday,48,157
2018,6-Jul-18,22 Shawwal 1439,Friday,48,151
2018,7-Jul-18,23 Shawwal 1439,Saturday,48,144
2018,8-Jul-18,24 Shawwal 1439,Sunday,48,140
2018,9-Jul-18,25 Shawwal 1439,Monday,48,139
2018,10-Jul-18,26 Shawwal 1439,Tuesday,48,142
2018,11-Jul-18,27 Shawwal 1439,Wednesday,48,137
2018,12-Jul-18,28 Shawwal 1439,Thursday,48,129
2018,13-Jul-18,29 Shawwal 1439,Friday,48,127
2018,14-Jul-18,1 Dhul Qadah 1439,Saturday,40,127
2018,15-Jul-18,2 Dhul Qadah 1439,Sunday,36,130
2018,16-Jul-18,3 Dhul Qadah 1439,Monday,32,130
2018,17-Jul-18,4 Dhul Qadah 1439,Tuesday,24,121
2018,18-Jul-18,5 Dhul Qadah 1439,Wednesday,18,117
2018,19-Jul-18,6 Dhul Qadah 1439,Thursday,18,110
2018,20-Jul-18,7 Dhul Qadah 1439,Friday,18,102
2018,21-Jul-18,8 Dhul Qadah 1439,Saturday,18,105
2018,22-Jul-18,9 Dhul Qadah 1439,Sunday,18,115
2018,23-Jul-18,10 Dhul Qadah 1439,Monday,20,116
2018,24-Jul-18,11 Dhul Qadah 1439,Tuesday,20,107
2018,25-Jul-18,12 Dhul Qadah 1439,Wednesday,20,110
2018,26-Jul-18,13 Dhul Qadah 1439,Thursday,20,115
2018,27-Jul-18,14 Dhul Qadah 1439,Friday,18,125
2018,28-Jul-18,15 Dhul Qadah 1439,Saturday,18,125
2018,29-Jul-18,16 Dhul Qadah 1439,Sunday,18,121
2018,30-Jul-18,17 Dhul Qadah 1439,Monday,18,118
2018,31-Jul-18,18 Dhul Qadah 1439,Tuesday,18,120
2018,1-Aug-18,19 Dhul Qadah 1439,Wednesday,18,115
2018,2-Aug-18,20 Dhul Qadah 1439,Thursday,18,118
2018,3-Aug-18,21 Dhul Qadah 1439,Friday,18,112
2018,4-Aug-18,22 Dhul Qadah 1439,Saturday,18,105
2018,5-Aug-18,23 Dhul Qadah 1439,Sunday,18,110
2018,6-Aug-18,24 Dhul Qadah 1439,Monday,18,108
2018,7-Aug-18,25 Dhul Qadah 1439,Tuesday,18,100
2018,8-Aug-18,26 Dhul Qadah 1439,Wednesday,18,100
2018,9-Aug-18,27 Dhul Qadah 1439,Thursday,18,103
2018,10-Aug-18,28 Dhul Qadah 1439,Friday,18,97
2018,11-Aug-18,29 Dhul Qadah 1439,Saturday,18,97
2018,12-Aug-18,1 Dhul Hijjah 1439,Sunday,18,97
2018,13-Aug-18,2 Dhul Hijjah 1439,Monday,18,94
2018,14-Aug-18,3 Dhul Hijjah 1439,Tuesday,18,88
2018,15-Aug-18,4 Dhul Hijjah 1439,Wednesday,18,91
2018,16-Aug-18,5 Dhul Hijjah 1439,Thursday,18,89
2018,17-Aug-18,6 Dhul Hijjah 1439,Friday,18,85
2018,18-Aug-18,7 Dhul Hijjah 1439,Saturday,18,90
2018,19-Aug-18,8 Dhul Hijjah 1439,Sunday,72,85
2018,20-Aug-18,9 Dhul Hijjah 1439,Monday,18,86
2018,21-Aug-18,10 Dhul Hijjah 1439,Tuesday,18,97
2018,22-Aug-18,11 Dhul Hijjah 1439,Wednesday,18,100
2018,23-Aug-18,12 Dhul Hijjah 1439,Thursday,18,100
2018,24-Aug-18,13 Dhul Hijjah 1439,Friday,18,100
2018,25-Aug-18,14 Dhul Hijjah 1439,Saturday,18,97
2018,26-Aug-18,15 Dhul Hijjah 1439,Sunday,18,89
2018,27-Aug-18,16 Dhul Hijjah 1439,Monday,18,84
2018,28-Aug-18,17 Dhul Hijjah 1439,Tuesday,18,90
2018,29-Aug-18,18 Dhul Hijjah 1439,Wednesday,20,89
2018,30-Aug-18,19 Dhul Hijjah 1439,Thursday,20,89
2018,31-Aug-18,20 Dhul Hijjah 1439,Friday,22,83
2018,1-Sep-18,21 Dhul Hijjah 1439,Saturday,22,81
2018,2-Sep-18,22 Dhul Hijjah 1439,Sunday,72,85
2018,3-Sep-18,23 Dhul Hijjah 1439,Monday,22,84
2018,4-Sep-18,24 Dhul Hijjah 1439,Tuesday,24,84
2018,5-Sep-18,25 Dhul Hijjah 1439,Wednesday,24,92
2018,6-Sep-18,26 Dhul Hijjah 1439,Thursday,26,95
2018,7-Sep-18,27 Dhul Hijjah 1439,Friday,26,100
2018,8-Sep-18,28 Dhul Hijjah 1439,Saturday,28,105
2018,9-Sep-18,29 Dhul Hijjah 1439,Sunday,28,105
2018,10-Sep-18,30 Dhul Hijjah 1439,Monday,28,95
2018,11-Sep-18,1 Muharram 1440,Tuesday,30,86
2018,12-Sep-18,2 Muharram 1440,Wednesday,30,90
2018,13-Sep-18,3 Muharram 1440,Thursday,32,97
2018,14-Sep-18,4 Muharram 1440,Friday,32,108
2018,15-Sep-18,5 Muharram 1440,Saturday,34,114
2018,16-Aug-18,5 Dhul Hijjah 1439,Sunday,34,109
2018,17-Sep-18,7 Muharram 1440,Monday,34,98
2018,18-Sep-18,8 Muharram 1440,Tuesday,36,106
2018,19-Sep-18,9 Muharram 1440,Wednesday,36,107
2018,20-Sep-18,10 Muharram 1440,Thursday,36,97
2018,21-Sep-18,11 Muharram 1440,Friday,36,110
2018,22-Sep-18,12 Muharram 1440,Saturday,38,110
2018,23-Sep-18,13 Muharram 1440,Sunday,38,105
2018,24-Sep-18,14 Muharram 1440,Monday,38,107
2018,25-Sep-18,15 Muharram 1440,Tuesday,38,110
2018,26-Sep-18,16 Muharram 1440,Wednesday,40,107
2018,27-Sep-18,17 Muharram 1440,Thursday,40,107
2018,28-Sep-18,18 Muharram 1440,Friday,40,107
2018,29-Sep-18,19 Muharram 1440,Saturday,40,112
2018,30-Sep-18,20 Muharram 1440,Sunday,41,123
2018,1-Oct-18,21 Muharram 1440,Monday,42,130
2018,2-Oct-18,22 Muharram 1440,Tuesday,44,140
2018,3-Oct-18,23 Muharram 1440,Wednesday,44,131
2018,4-Oct-18,24 Muharram 1440,Thursday,46,125
2018,5-Oct-18,25 Muharram 1440,Friday,46,134
2018,6-Oct-18,26 Muharram 1440,Saturday,48,134
2018,7-Oct-18,27 Muharram 1440,Sunday,48,134
2018,8-Oct-18,28 Muharram 1440,Monday,48,141
2018,9-Oct-18,29 Muharram 1440,Tuesday,50,156
2018,10-Oct-18,1 Safar 1440,Wednesday,52,158
2018,11-Oct-18,2 Safar 1440,Thursday,52,143
2018,12-Oct-18,3 Safar 1440,Friday,54,151
2018,13-Oct-18,4 Safar 1440,Saturday,54,151
2018,14-Oct-18,5 Safar 1440,Sunday,55,145
2018,15-Oct-18,6 Safar 1440,Monday,56,147
2018,16-Oct-18,7 Safar 1440,Tuesday,56,148
2018,17-Oct-18,8 Safar 1440,Wednesday,56,145
2018,18-Oct-18,9 Safar 1440,Thursday,56,140
2018,19-Oct-18,10 Safar 1440,Friday,56,134
2018,20-Oct-18,11 Safar 1440,Saturday,56,134
2018,21-Oct-18,12 Safar 1440,Sunday,56,140
2018,22-Oct-18,13 Safar 1440,Monday,56,135
2018,23-Oct-18,14 Safar 1440,Tuesday,56,136
2018,24-Oct-18,15 Safar 1440,Wednesday,56,140
2018,25-Oct-18,16 Safar 1440,Thursday,56,140
2018,26-Oct-18,17 Safar 1440,Friday,56,140
2018,27-Oct-18,18 Safar 1440,Saturday,56,142
2018,28-Oct-18,19 Safar 1440,Sunday,56,145
2018,29-Oct-18,20 Safar 1440,Monday,56,147
2018,30-Oct-18,21 Safar 1440,Tuesday,56,147
2018,31-Oct-18,22 Safar 1440,Wednesday,56,150
2018,1-Nov-18,23 Safar 1440,Thursday,56,150
2018,2-Nov-18,24 Safar 1440,Friday,56,156
2018,3-Nov-18,25 Safar 1440,Saturday,56,147
2018,4-Nov-18,26 Safar 1440,Sunday,56,146
2018,5-Nov-18,27 Safar 1440,Monday,56,148
2018,6-Nov-18,28 Safar 1440,Tuesday,56,156
2018,7-Nov-18,29 Safar 1440,Wednesday,58,156
2018,8-Nov-18,30 Safar 1440,Thursday,58,156
2018,9-Nov-18,1 Rabi Al-Awwal 1440,Friday,60,161
2018,10-Nov-18,2 Rabi Al-Awwal 1440,Saturday,62,171
2018,11-Nov-18,3 Rabi Al-Awwal 1440,Sunday,62,165
2018,12-Nov-18,4 Rabi Al-Awwal 1440,Monday,64,163
2018,13-Nov-18,5 Rabi Al-Awwal 1440,Tuesday,64,169
2018,14-Nov-18,6 Rabi Al-Awwal 1440,Wednesday,66,173
2018,15-Nov-18,7 Rabi Al-Awwal 1440,Thursday,68,174
2018,16-Nov-18,8 Rabi Al-Awwal 1440,Friday,68,176
2018,17-Nov-18,9 Rabi Al-Awwal 1440,Saturday,68,170
2018,18-Nov-18,10 Rabi Al-Awwal 1440,Sunday,68,170
2018,19-Nov-18,11 Rabi Al-Awwal 1440,Monday,68,176
2018,20-Nov-18,12 Rabi Al-Awwal 1440,Tuesday,70,176
2018,21-Nov-18,13 Rabi Al-Awwal 1440,Wednesday,70,172
2018,22-Nov-18,14 Rabi Al-Awwal 1440,Thursday,70,172
2018,23-Nov-18,15 Rabi Al-Awwal 1440,Friday,70,181
2018,24-Nov-18,16 Rabi Al-Awwal 1440,Saturday,70,186
2018,25-Nov-18,17 Rabi Al-Awwal 1440,Sunday,71,200
2018,26-Nov-18,18 Rabi Al-Awwal 1440,Monday,72,193
2018,27-Nov-18,19 Rabi Al-Awwal 1440,Tuesday,72,195
2018,28-Nov-18,20 Rabi Al-Awwal 1440,Wednesday,72,196
2018,29-Nov-18,21 Rabi Al-Awwal 1440,Thursday,74,193
2018,30-Nov-18,22 Rabi Al-Awwal 1440,Friday,74,182
2018,1-Dec-18,23 Rabi Al-Awwal 1440,Saturday,74,182
2018,2-Dec-18,24 Rabi Al-Awwal 1440,Sunday,74,167
2018,3-Dec-18,25 Rabi Al-Awwal 1440,Monday,74,172
2018,4-Dec-18,26 Rabi Al-Awwal 1440,Tuesday,74,167
2018,5-Dec-18,27 Rabi Al-Awwal 1440,Wednesday,66,158
2018,6-Dec-18,28 Rabi Al-Awwal 1440,Thursday,66,156
2018,7-Dec-18,29 Rabi Al-Awwal 1440,Friday,66,162
2018,8-Dec-18,1 Rabi Al-Thani,Saturday,66,165
2018,9-Dec-18,2 Rabi Al-Thani,Sunday,66,153
2018,10-Dec-18,3 Rabi Al-Thani,Monday,66,148
2018,11-Dec-18,4 Rabi Al-Thani,Tuesday,56,152
2018,12-Dec-18,5 Rabi Al-Thani,Wednesday,56,149
2018,13-Dec-18,6 Rabi Al-Thani,Thursday,56,149
