Year,Date,Hijri_Date,Day,Multan_DOC_Rate,Multan_Farm_Rate
2015,1-Jan-15,10 Rabi Al-Awwal 1436,Thursday,50,158
2015,2-Jan-15,11 Rabi Al-Awwal 1436,Friday,50,153
2015,3-Jan-15,12 Rabi Al-Awwal 1436,Saturday,46,150
2015,4-Jan-15,13 Rabi Al-Awwal 1436,Sunday,44,150
2015,5-Jan-15,14 Rabi Al-Awwal 1436,Monday,42,150
2015,6-Jan-15,15 Rabi Al-Awwal 1436,Tuesday,38,145
2015,7-Jan-15,16 Rabi Al-Awwal 1436,Wednesday,36,140
2015,8-Jan-15,17 Rabi Al-Awwal 1436,Thursday,36,140
2015,9-Jan-15,18 Rabi Al-Awwal 1436,Friday,38,142
2015,10-Jan-15,19 Rabi Al-Awwal 1436,Saturday,40,142
2015,11-Jan-15,20 Rabi Al-Awwal 1436,Sunday,40,145
2015,12-Jan-15,21 Rabi Al-Awwal 1436,Monday,40,145
2015,13-Jan-15,22 Rabi Al-Awwal 1436,Tuesday,40,140
2015,14-Jan-15,23 Rabi Al-Awwal 1436,Wednesday,40,140
2015,15-Jan-15,24 Rabi Al-Awwal 1436,Thursday,40,142
2015,16-Jan-15,25 Rabi Al-Awwal 1436,Friday,40,140
2015,17-Jan-15,26 Rabi Al-Awwal 1436,Saturday,40,133
2015,18-Jan-15,27 Rabi Al-Awwal 1436,Sunday,40,133
2015,19-Jan-15,28 Rabi Al-Awwal 1436,Monday,40,135
2015,20-Jan-15,29 Rabi Al-Awwal 1436,Tuesday,34,130
2015,21-Jan-15,1 Rabi Al-Thani,Wednesday,30,125
2015,22-Jan-15,2 Rabi Al-Thani,Thursday,28,125
2015,23-Jan-15,3 Rabi Al-Thani,Friday,28,125
2015,24-Jan-15,4 Rabi Al-Thani,Saturday,28,125
2015,25-Jan-15,5 Rabi Al-Thani,Sunday,28,122
2015,26-Jan-15,6 Rabi Al-Thani,Monday,28,118
2015,27-Jan-15,7 Rabi Al-Thani,Tuesday,24,115
2015,28-Jan-15,8 Rabi Al-Thani,Wednesday,22,108
2015,29-Jan-15,9 Rabi Al-Thani,Thursday,20,112
2015,30-Jan-15,10 Rabi Al-Thani,Friday,20,112
2015,31-Jan-15,11 Rabi Al-Thani,Saturday,20,112
2015,1-Feb-15,12 Rabi Al-Thani,Sunday,20,112
2015,2-Feb-15,13 Rabi Al-Thani,Monday,20,115
2015,3-Feb-15,14 Rabi Al-Thani,Tuesday,22,115
2015,4-Feb-15,15 Rabi Al-Thani,Wednesday,26,120
2015,5-Feb-15,16 Rabi Al-Thani,Thursday,26,122
2015,6-Feb-15,17 Rabi Al-Thani,Friday,28,122
2015,7-Feb-15,18 Rabi Al-Thani,Saturday,28,114
2015,8-Feb-15,19 Rabi Al-Thani,Sunday,24,114
2015,9-Feb-15,20 Rabi Al-Thani,Monday,22,116
2015,10-Feb-15,21 Rabi Al-Thani,Tuesday,20,116
2015,11-Feb-15,22 Rabi Al-Thani,Wednesday,20,112
2015,12-Feb-15,23 Rabi Al-Thani,Thursday,18,112
2015,13-Feb-15,24 Rabi Al-Thani,Friday,16,106
2015,14-Feb-15,25 Rabi Al-Thani,Saturday,16,110
2015,15-Feb-15,26 Rabi Al-Thani,Sunday,16,114
2015,16-Feb-15,27 Rabi Al-Thani,Monday,16,110
2015,17-Feb-15,28 Rabi Al-Thani,Tuesday,16,105
2015,18-Feb-15,29 Rabi Al-Thani,Wednesday,16,105
2015,19-Feb-15,30 Rabi Al-Thani,Thursday,14,103
2015,20-Feb-15,1 Jumada Al-Awwal,Friday,14,108
2015,21-Feb-15,2 Jumada Al-Awwal,Saturday,14,108
2015,22-Feb-15,3 Jumada Al-Awwal,Sunday,12,105
2015,23-Feb-15,4 Jumada Al-Awwal,Monday,12,95
2015,24-Feb-15,5 Jumada Al-Awwal,Tuesday,10,95
2015,25-Feb-15,6 Jumada Al-Awwal,Wednesday,10,95
2015,26-Feb-15,7 Jumada Al-Awwal,Thursday,10,95
2015,27-Feb-15,8 Jumada Al-Awwal,Friday,10,98
2015,28-Feb-15,9 Jumada Al-Awwal,Saturday,14,102
2015,1-Mar-15,10 Jumada Al-Awwal,Sunday,18,110
2015,2-Mar-15,11 Jumada Al-Awwal,Monday,22,118
2015,3-Mar-15,12 Jumada Al-Awwal,Tuesday,24,118
2015,4-Mar-15,13 Jumada Al-Awwal,Wednesday,24,112
2015,5-Mar-15,14 Jumada Al-Awwal,Thursday,18,103
2015,6-Mar-15,15 Jumada Al-Awwal,Friday,18,105
2015,7-Mar-15,16 Jumada Al-Awwal,Saturday,18,110
2015,8-Mar-15,17 Jumada Al-Awwal,Sunday,18,110
2015,9-Mar-15,18 Jumada Al-Awwal,Monday,18,107
2015,10-Mar-15,19 Jumada Al-Awwal,Tuesday,14,105
2015,11-Mar-15,20 Jumada Al-Awwal,Wednesday,22,115
2015,12-Mar-15,21 Jumada Al-Awwal,Thursday,22,120
2015,13-Mar-15,22 Jumada Al-Awwal,Friday,16,112
2015,14-Mar-15,23 Jumada Al-Awwal,Saturday,16,105
2015,15-Mar-15,24 Jumada Al-Awwal,Sunday,16,105
2015,16-Mar-15,25 Jumada Al-Awwal,Monday,16,110
2015,17-Mar-15,26 Jumada Al-Awwal,Tuesday,16,112
2015,18-Mar-15,27 Jumada Al-Awwal,Wednesday,16,108
2015,19-Mar-15,28 Jumada Al-Awwal,Thursday,16,108
2015,20-Mar-15,29 Jumada Al-Awwal,Friday,16,112
2015,21-Mar-15,1 Jumada Al-Thani,Saturday,16,112
2015,22-Mar-15,2 Jumada Al-Thani,Sunday,16,108
2015,23-Mar-15,3 Jumada Al-Thani,Monday,16,112
2015,24-Mar-15,4 Jumada Al-Thani,Tuesday,16,112
2015,25-Mar-15,5 Jumada Al-Thani,Wednesday,16,112
2015,26-Mar-15,6 Jumada Al-Thani,Thursday,16,115
2015,27-Mar-15,7 Jumada Al-Thani,Friday,16,117
2015,28-Mar-15,8 Jumada Al-Thani,Saturday,16,115
2015,29-Mar-15,9 Jumada Al-Thani,Sunday,17,115
2015,30-Mar-15,10 Jumada Al-Thani,Monday,18,122
2015,31-Mar-15,11 Jumada Al-Thani,Tuesday,18,125
2015,1-Apr-15,12 Jumada Al-Thani,Wednesday,22,125
2015,2-Apr-15,13 Jumada Al-Thani,Thursday,28,127
2015,3-Apr-15,14 Jumada Al-Thani,Friday,30,133
2015,4-Apr-15,15 Jumada Al-Thani,Saturday,30,130
2015,5-Apr-15,16 Jumada Al-Thani,Sunday,30,132
2015,6-Apr-15,17 Jumada Al-Thani,Monday,30,132
2015,7-Apr-15,18 Jumada Al-Thani,Tuesday,26,130
2015,8-Apr-15,19 Jumada Al-Thani,Wednesday,22,132
2015,9-Apr-15,20 Jumada Al-Thani,Thursday,24,132
2015,10-Apr-15,21 Jumada Al-Thani,Friday,24,138
2015,11-Apr-15,22 Jumada Al-Thani,Saturday,26,138
2015,12-Apr-15,23 Jumada Al-Thani,Sunday,26,140
2015,13-Apr-15,24 Jumada Al-Thani,Monday,26,140
2015,14-Apr-15,25 Jumada Al-Thani,Tuesday,26,142
2015,15-Apr-15,26 Jumada Al-Thani,Wednesday,30,142
2015,16-Apr-15,27 Jumada Al-Thani,Thursday,32,145
2015,17-Apr-15,28 Jumada Al-Thani,Friday,32,142
2015,18-Apr-15,29 Jumada Al-Thani,Saturday,32,138
2015,19-Apr-15,30 Jumada Al-Thani,Sunday,32,133
2015,20-Apr-15,1 Rajab 1436,Monday,32,130
2015,21-Apr-15,2 Rajab 1436,Tuesday,28,130
2015,22-Apr-15,3 Rajab 1436,Wednesday,26,127
2015,23-Apr-15,4 Rajab 1436,Thursday,26,127
2015,24-Apr-15,5 Rajab 1436,Friday,26,125
2015,25-Apr-15,6 Rajab 1436,Saturday,28,125
2015,26-Apr-15,7 Rajab 1436,Sunday,28,120
2015,27-Apr-15,8 Rajab 1436,Monday,28,120
2015,28-Apr-15,9 Rajab 1436,Tuesday,30,125
2015,29-Apr-15,10 Rajab 1436,Wednesday,32,130
2015,1-May-15,12 Rajab 1436,Friday,34,135
2015,2-May-15,13 Rajab 1436,Saturday,36,135
2015,3-May-15,14 Rajab 1436,Sunday,37,135
2015,4-May-15,15 Rajab 1436,Monday,38,135
2015,5-May-15,16 Rajab 1436,Tuesday,40,145
2015,6-May-15,17 Rajab 1436,Wednesday,42,150
2015,7-May-15,18 Rajab 1436,Thursday,44,155
2015,8-May-15,19 Rajab 1436,Friday,44,150
2015,9-May-15,20 Rajab 1436,Saturday,44,137
2015,10-May-15,21 Rajab 1436,Sunday,14,137
2015,11-May-15,22 Rajab 1436,Monday,36,142
2015,12-May-15,23 Rajab 1436,Tuesday,38,144
2015,13-May-15,24 Rajab 1436,Wednesday,38,140
2015,14-May-15,25 Rajab 1436,Thursday,34,135
2015,15-May-15,26 Rajab 1436,Friday,30,138
2015,16-May-15,27 Rajab 1436,Saturday,30,145
2015,17-May-15,28 Rajab 1436,Sunday,32,150
2015,18-May-15,29 Rajab 1436,Monday,32,145
2015,19-May-15,1 Shaban 1436,Tuesday,32,140
2015,20-May-15,2 Shaban 1436,Wednesday,32,145
2015,21-May-15,3 Shaban 1436,Thursday,34,145
2015,22-May-15,4 Shaban 1436,Friday,36,150
2015,23-May-15,5 Shaban 1436,Saturday,38,150
2015,24-May-15,6 Shaban 1436,Sunday,41,150
2015,25-May-15,7 Shaban 1436,Monday,44,160
2015,26-May-15,8 Shaban 1436,Tuesday,52,162
2015,27-May-15,9 Shaban 1436,Wednesday,52,165
2015,28-May-15,10 Shaban 1436,Thursday,54,165
2015,29-May-15,11 Shaban 1436,Friday,54,160
2015,30-May-15,12 Shaban 1436,Saturday,54,160
2015,31-May-15,13 Shaban 1436,Sunday,55,168
2015,1-Jun-15,14 Shaban 1436,Monday,56,175
2015,2-Jun-15,15 Shaban 1436,Tuesday,56,168
2015,3-Jun-15,16 Shaban 1436,Wednesday,58,168
2015,4-Jun-15,17 Shaban 1436,Thursday,58,172
2015,5-Jun-15,18 Shaban 1436,Friday,60,172
2015,6-Jun-15,19 Shaban 1436,Saturday,60,175
2015,7-Jun-15,20 Shaban 1436,Sunday,61,175
2015,8-Jun-15,21 Shaban 1436,Monday,62,170
2015,9-Jun-15,22 Shaban 1436,Tuesday,62,167
2015,10-Jun-15,23 Shaban 1436,Wednesday,64,172
2015,11-Jun-15,24 Shaban 1436,Thursday,64,180
2015,12-Jun-15,25 Shaban 1436,Friday,66,180
2015,13-Jun-15,26 Shaban 1436,Saturday,66,180
2015,14-Jun-15,27 Shaban 1436,Sunday,66,185
2015,15-Jun-15,28 Shaban 1436,Monday,66,185
2015,16-Jun-15,29 Shaban 1436,Tuesday,50,180
2015,17-Jun-15,30 Shaban 1436,Wednesday,44,178
2015,18-Jun-15,1 Ramadan 1436,Thursday,38,173
2015,19-Jun-15,2 Ramadan 1436,Friday,38,173
2015,20-Jun-15,3 Ramadan 1436,Saturday,38,170
2015,21-Jun-15,4 Ramadan 1436,Sunday,38,165
2015,22-Jun-15,5 Ramadan 1436,Monday,38,155
2015,23-Jun-15,6 Ramadan 1436,Tuesday,38,150
2015,24-Jun-15,7 Ramadan 1436,Wednesday,38,150
2015,25-Jun-15,8 Ramadan 1436,Thursday,40,150
2015,26-Jun-15,9 Ramadan 1436,Friday,50,160
2015,27-Jun-15,10 Ramadan 1436,Saturday,52,165
2015,28-Jun-15,11 Ramadan 1436,Sunday,47,160
2015,29-Jun-15,12 Ramadan 1436,Monday,42,155
2015,30-Jun-15,13 Ramadan 1436,Tuesday,42,155
2015,1-Jul-15,14 Ramadan 1436,Wednesday,44,165
2015,2-Jul-15,15 Ramadan 1436,Thursday,46,165
2015,3-Jul-15,16 Ramadan 1436,Friday,46,165
2015,4-Jul-15,17 Ramadan 1436,Saturday,46,160
2015,5-Jul-15,18 Ramadan 1436,Sunday,46,163
2015,6-Jul-15,19 Ramadan 1436,Monday,46,165
2015,7-Jul-15,20 Ramadan 1436,Tuesday,48,165
2015,8-Jul-15,21 Ramadan 1436,Wednesday,48,165
2015,9-Jul-15,22 Ramadan 1436,Thursday,48,165
2015,10-Jul-15,23 Ramadan 1436,Friday,48,160
2015,11-Jul-15,24 Ramadan 1436,Saturday,48,160
2015,12-Jul-15,25 Ramadan 1436,Sunday,48,160
2015,13-Jul-15,26 Ramadan 1436,Monday,46,165
2015,14-Jul-15,27 Ramadan 1436,Tuesday,40,160
2015,15-Jul-15,28 Ramadan 1436,Wednesday,40,160
2015,16-Jul-15,29 Ramadan 1436,Thursday,40,160
2015,17-Jul-15,1 Shawwal 1436,Friday,40,155
2015,18-Jul-15,2 Shawwal 1436,Saturday,40,162
2015,19-Jul-15,3 Shawwal 1436,Sunday,40,162
2015,20-Jul-15,4 Shawwal 1436,Monday,40,162
2015,21-Jul-15,5 Shawwal 1436,Tuesday,40,170
2015,22-Jul-15,6 Shawwal 1436,Wednesday,48,165
2015,23-Jul-15,7 Shawwal 1436,Thursday,48,170
2015,24-Jul-15,8 Shawwal 1436,Friday,44,175
2015,25-Jul-15,9 Shawwal 1436,Saturday,38,175
2015,26-Jul-15,10 Shawwal 1436,Sunday,37,175
2015,27-Jul-15,11 Shawwal 1436,Monday,36,170
2015,28-Jul-15,12 Shawwal 1436,Tuesday,36,170
2015,29-Jul-15,13 Shawwal 1436,Wednesday,38,170
2015,30-Jul-15,14 Shawwal 1436,Thursday,40,175
2015,31-Jul-15,15 Shawwal 1436,Friday,42,170
2015,1-Aug-15,16 Shawwal 1436,Saturday,42,165
2015,2-Aug-15,17 Shawwal 1436,Sunday,42,158
2015,3-Aug-15,18 Shawwal 1436,Monday,42,155
2015,4-Aug-15,19 Shawwal 1436,Tuesday,42,150
2015,5-Aug-15,20 Shawwal 1436,Wednesday,42,150
2015,6-Aug-15,21 Shawwal 1436,Thursday,40,145
2015,7-Aug-15,22 Shawwal 1436,Friday,34,130
2015,8-Aug-15,23 Shawwal 1436,Saturday,26,120
2015,9-Aug-15,24 Shawwal 1436,Sunday,28,127
2015,10-Aug-15,25 Shawwal 1436,Monday,28,140
2015,11-Aug-15,26 Shawwal 1436,Tuesday,30,140
2015,12-Aug-15,27 Shawwal 1436,Wednesday,32,135
2015,13-Aug-15,28 Shawwal 1436,Thursday,32,140
2015,14-Aug-15,29 Shawwal 1436,Friday,32,137
2015,15-Aug-15,30 Shawwal 1436,Saturday,24,135
2015,16-Aug-15,1 Dhul Qadah 1436,Sunday,22,135
2015,17-Aug-15,2 Dhul Qadah 1436,Monday,18,133
2015,18-Aug-15,3 Dhul Qadah 1436,Tuesday,18,125
2015,19-Aug-15,4 Dhul Qadah 1436,Wednesday,18,130
2015,20-Aug-15,5 Dhul Qadah 1436,Thursday,16,125
2015,21-Aug-15,6 Dhul Qadah 1436,Friday,12,120
2015,22-Aug-15,7 Dhul Qadah 1436,Saturday,12,112
2015,23-Aug-15,8 Dhul Qadah 1436,Sunday,14,112
2015,24-Aug-15,9 Dhul Qadah 1436,Monday,16,115
2015,25-Aug-15,10 Dhul Qadah 1436,Tuesday,20,120
2015,26-Aug-15,11 Dhul Qadah 1436,Wednesday,24,115
2015,27-Aug-15,12 Dhul Qadah 1436,Thursday,24,115
2015,28-Aug-15,13 Dhul Qadah 1436,Friday,24,115
2015,29-Aug-15,14 Dhul Qadah 1436,Saturday,24,117
2015,30-Aug-15,15 Dhul Qadah 1436,Sunday,18,117
2015,31-Aug-15,16 Dhul Qadah 1436,Monday,20,117
2015,1-Sep-15,17 Dhul Qadah 1436,Tuesday,18,115
2015,2-Sep-15,18 Dhul Qadah 1436,Wednesday,18,115
2015,3-Sep-15,19 Dhul Qadah 1436,Thursday,18,118
2015,4-Sep-15,20 Dhul Qadah 1436,Friday,18,118
2015,5-Sep-15,21 Dhul Qadah 1436,Saturday,18,118
2015,6-Sep-15,22 Dhul Qadah 1436,Sunday,18,115
2015,7-Sep-15,23 Dhul Qadah 1436,Monday,18,115
2015,8-Sep-15,24 Dhul Qadah 1436,Tuesday,16,110
2015,9-Sep-15,25 Dhul Qadah 1436,Wednesday,14,105
2015,10-Sep-15,26 Dhul Qadah 1436,Thursday,14,105
2015,11-Sep-15,27 Dhul Qadah 1436,Friday,16,105
2015,12-Sep-15,28 Dhul Qadah 1436,Saturday,18,105
2015,13-Sep-15,29 Dhul Qadah 1436,Sunday,18,105
2015,14-Sep-15,1 Dhul Hijjah 1436,Monday,18,107
2015,15-Sep-15,1 Dhul Hijjah 1436,Tuesday,18,100
2015,16-Sep-15,3 Dhul Hijjah 1436,Wednesday,18,100
2015,17-Sep-15,4 Dhul Hijjah 1436,Thursday,16,100
2015,18-Sep-15,5 Dhul Hijjah 1436,Friday,16,100
2015,19-Sep-15,6 Dhul Hijjah 1436,Saturday,20,100
2015,20-Sep-15,7 Dhul Hijjah 1436,Sunday,22,102
2015,21-Sep-15,8 Dhul Hijjah 1436,Monday,24,108
2015,22-Sep-15,9 Dhul Hijjah 1436,Tuesday,28,110
2015,23-Sep-15,10 Dhul Hijjah 1436,Wednesday,32,112
2015,24-Sep-15,10 Dhul Hijjah 1436,Thursday,32,117
2015,25-Sep-15,12 Dhul Hijjah 1436,Friday,33,120
2015,26-Sep-15,13 Dhul Hijjah 1436,Saturday,34,120
2015,27-Sep-15,14 Dhul Hijjah 1436,Sunday,35,120
2015,28-Sep-15,15 Dhul Hijjah 1436,Monday,36,120
2015,29-Sep-15,16 Dhul Hijjah 1436,Tuesday,28,112
2015,30-Sep-15,17 Dhul Hijjah 1436,Wednesday,22,105
2015,1-Oct-15,18 Dhul Hijjah 1436,Thursday,20,100
2015,2-Oct-15,19 Dhul Hijjah 1436,Friday,22,100
2015,3-Oct-15,20 Dhul Hijjah 1436,Saturday,22,100
2015,4-Oct-15,21 Dhul Hijjah 1436,Sunday,22,100
2015,5-Oct-15,22 Dhul Hijjah 1436,Monday,22,95
2015,6-Oct-15,23 Dhul Hijjah 1436,Tuesday,22,95
2015,7-Oct-15,24 Dhul Hijjah 1436,Wednesday,26,100
2015,8-Oct-15,25 Dhul Hijjah 1436,Thursday,26,105
2015,9-Oct-15,26 Dhul Hijjah 1436,Friday,28,105
2015,10-Oct-15,27 Dhul Hijjah 1436,Saturday,28,100
2015,11-Oct-15,28 Dhul Hijjah 1436,Sunday,28,100
2015,12-Oct-15,29 Dhul Hijjah 1436,Monday,28,100
2015,13-Oct-15,30 Dhul Hijjah 1436,Tuesday,26,100
2015,14-Oct-15,1 Muharram 1437,Wednesday,22,95
2015,15-Oct-15,1 Muharram 1437,Thursday,18,95
2015,16-Oct-15,3 Muharram 1437,Friday,22,100
2015,17-Oct-15,4 Muharram 1437,Saturday,26,105
2015,18-Oct-15,5 Muharram 1437,Sunday,26,107
2015,19-Oct-15,6 Muharram 1437,Monday,26,102
2015,20-Oct-15,7 Muharram 1437,Tuesday,26,105
2015,21-Oct-15,8 Muharram 1437,Wednesday,26,107
2015,22-Oct-15,9 Muharram 1437,Thursday,26,102
2015,23-Oct-15,10 Muharram 1437,Friday,26,102
2015,24-Oct-15,11 Muharram 1437,Saturday,26,90
2015,25-Oct-15,12 Muharram 1437,Sunday,26,105
2015,26-Oct-15,13 Muharram 1437,Monday,26,108
2015,27-Oct-15,14 Muharram 1437,Tuesday,26,108
2015,28-Oct-15,15 Muharram 1437,Wednesday,26,108
2015,29-Oct-15,16 Muharram 1437,Thursday,28,110
2015,30-Oct-15,17 Muharram 1437,Friday,34,115
2015,31-Oct-15,18 Muharram 1437,Saturday,36,120
2015,1-Nov-15,19 Muharram 1437,Sunday,36,122
2015,2-Nov-15,20 Muharram 1437,Monday,38,122
2015,3-Nov-15,21 Muharram 1437,Tuesday,40,101
2015,4-Nov-15,22 Muharram 1437,Wednesday,40,101
2015,5-Nov-15,23 Muharram 1437,Thursday,44,103
2015,6-Nov-15,24 Muharram 1437,Friday,46,116
2015,7-Nov-15,25 Muharram 1437,Saturday,48,116
2015,8-Nov-15,26 Muharram 1437,Sunday,48,116
2015,9-Nov-15,27 Muharram 1437,Monday,48,114
2015,10-Nov-15,28 Muharram 1437,Tuesday,52,125
2015,11-Nov-15,29 Muharram 1437,Wednesday,52,127
2015,12-Nov-15,30 Muharram 1437,Thursday,52,122
2015,13-Nov-15,1 Safar 1437,Friday,52,117
2015,14-Nov-15,2 Safar 1437,Saturday,52,116
2015,15-Nov-15,3 Safar 1437,Sunday,52,113
2015,16-Nov-15,4 Safar 1437,Monday,52,114
2015,17-Nov-15,5 Safar 1437,Tuesday,52,106
2015,18-Nov-15,6 Safar 1437,Wednesday,48,101
2015,19-Nov-15,7 Safar 1437,Thursday,36,101
2015,20-Nov-15,8 Safar 1437,Friday,36,103
2015,21-Nov-15,9 Safar 1437,Saturday,36,103
2015,22-Nov-15,10 Safar 1437,Sunday,36,102
2015,23-Nov-15,11 Safar 1437,Monday,36,100
2015,24-Nov-15,12 Safar 1437,Tuesday,36,94
2015,25-Nov-15,13 Safar 1437,Wednesday,36,94
2015,26-Nov-15,14 Safar 1437,Thursday,38,103
2015,27-Nov-15,15 Safar 1437,Friday,38,105
2015,28-Nov-15,15 Safar 1437,Saturday,38,100
2015,29-Nov-15,17 Safar 1437,Sunday,39,96
2015,30-Nov-15,18 Safar 1437,Monday,40,112
2015,1-Dec-15,19 Safar 1437,Tuesday,40,105
2015,2-Dec-15,20 Safar 1437,Wednesday,40,105
2015,3-Dec-15,21 Safar 1437,Thursday,40,115
2015,4-Dec-15,22 Safar 1437,Friday,40,110
2015,5-Dec-15,23 Safar 1437,Saturday,40,110
2015,6-Dec-15,24 Safar 1437,Sunday,40,110
2015,7-Dec-15,25 Safar 1437,Monday,38,110
2015,8-Dec-15,26 Safar 1437,Tuesday,36,112
2015,9-Dec-15,27 Safar 1437,Wednesday,36,120
2015,10-Dec-15,28 Safar 1437,Thursday,36,117
2015,11-Dec-15,29 Safar 1437,Friday,36,113
2015,12-Dec-15,1 Rabi Al-Awwal 1437,Saturday,36,113
2015,13-Dec-15,2 Rabi Al-Awwal 1437,Sunday,38,125
2015,14-Dec-15,3 Rabi Al-Awwal 1437,Monday,38,130
2015,15-Dec-15,4 Rabi Al-Awwal 1437,Tuesday,38,123
2015,16-Dec-15,5 Rabi Al-Awwal 1437,Wednesday,36,127
2015,17-Dec-15,6 Rabi Al-Awwal 1437,Thursday,35,127
2015,18-Dec-15,7 Rabi Al-Awwal 1437,Friday,28,127
2015,19-Dec-15,8 Rabi Al-Awwal 1437,Saturday,24,127
2015,20-Dec-15,9 Rabi Al-Awwal 1437,Sunday,22,125
2015,21-Dec-15,10 Rabi Al-Awwal 1437,Monday,18,122
2015,22-Dec-15,11 Rabi Al-Awwal 1437,Tuesday,14,120
2015,23-Dec-15,12 Rabi Al-Awwal 1437,Wednesday,14,120
2015,24-Dec-15,13 Rabi Al-Awwal 1437,Thursday,16,127
2015,25-Dec-15,14 Rabi Al-Awwal 1437,Friday,16,122
2015,26-Dec-15,15 Rabi Al-Awwal 1437,Saturday,16,124
2015,27-Dec-15,16 Rabi Al-Awwal 1437,Sunday,16,126
2015,28-Dec-15,17 Rabi Al-Awwal 1437,Monday,16,130
2015,29-Dec-15,18 Rabi Al-Awwal 1437,Tuesday,16,132
2015,30-Dec-15,19 Rabi Al-Awwal 1437,Wednesday,22,136
2015,31-Dec-15,20 Rabi Al-Awwal 1437,Thursday,26,142
2016,1-Jan-16,21 Rabi Al-Awwal 1437,Friday,30,136
2016,2-Jan-16,22 Rabi Al-Awwal 1437,Saturday,30,129
2016,3-Jan-16,23 Rabi Al-Awwal 1437,Sunday,24,129
2016,4-Jan-16,24 Rabi Al-Awwal 1437,Monday,18,137
2016,5-Jan-16,25 Rabi Al-Awwal 1437,Tuesday,14,137
2016,6-Jan-16,26 Rabi Al-Awwal 1437,Wednesday,14,133
2016,7-Jan-16,27 Rabi Al-Awwal 1437,Thursday,14,130
2016,8-Jan-16,28 Rabi Al-Awwal 1437,Friday,16,138
2016,9-Jan-16,29 Rabi Al-Awwal 1437,Saturday,18,138
2016,10-Jan-16,30 Rabi Al-Awwal 1437,Sunday,18,138
2016,11-Jan-16,1 Rabi Al-Thani,Monday,18,140
2016,12-Jan-16,2 Rabi Al-Thani,Tuesday,18,134
2016,13-Jan-16,3 Rabi Al-Thani,Wednesday,18,137
2016,14-Jan-16,4 Rabi Al-Thani,Thursday,18,139
2016,15-Jan-16,5 Rabi Al-Thani,Friday,18,135
2016,16-Jan-16,6 Rabi Al-Thani,Saturday,18,128
2016,17-Jan-16,7 Rabi Al-Thani,Sunday,16,123
2016,18-Jan-16,8 Rabi Al-Thani,Monday,14,123
2016,19-Jan-16,9 Rabi Al-Thani,Tuesday,12,113
2016,20-Jan-16,10 Rabi Al-Thani,Wednesday,10,110
2016,21-Jan-16,11 Rabi Al-Thani,Thursday,10,110
2016,22-Jan-16,12 Rabi Al-Thani,Friday,12,110
2016,23-Jan-16,13 Rabi Al-Thani,Saturday,12,112
2016,24-Jan-16,14 Rabi Al-Thani,Sunday,14,118
2016,25-Jan-16,15 Rabi Al-Thani,Monday,14,120
2016,26-Jan-16,16 Rabi Al-Thani,Tuesday,16,112
2016,27-Jan-16,17 Rabi Al-Thani,Wednesday,16,108
2016,28-Jan-16,18 Rabi Al-Thani,Thursday,16,112
2016,29-Jan-16,19 Rabi Al-Thani,Friday,16,110
2016,30-Jan-16,20 Rabi Al-Thani,Saturday,16,108
2016,31-Jan-16,21 Rabi Al-Thani,Sunday,14,105
2016,1-Feb-16,22 Rabi Al-Thani,Monday,14,105
2016,2-Feb-16,23 Rabi Al-Thani,Tuesday,10,98
2016,3-Feb-16,24 Rabi Al-Thani,Wednesday,10,100
2016,4-Feb-16,25 Rabi Al-Thani,Thursday,10,102
2016,5-Feb-16,26 Rabi Al-Thani,Friday,10,98
2016,6-Feb-16,27 Rabi Al-Thani,Saturday,10,98
2016,7-Feb-16,28 Rabi Al-Thani,Sunday,10,100
2016,8-Feb-16,29 Rabi Al-Thani,Monday,10,95
2016,9-Feb-16,30 Rabi Al-Thani,Tuesday,10,95
2016,10-Feb-16,1 Jumada Al-Awwal,Wednesday,10,95
2016,11-Feb-16,2 Jumada Al-Awwal,Thursday,12,95
2016,12-Feb-16,3 Jumada Al-Awwal,Friday,16,97
2016,13-Feb-16,4 Jumada Al-Awwal,Saturday,16,95
2016,14-Feb-16,5 Jumada Al-Awwal,Sunday,16,90
2016,15-Feb-16,6 Jumada Al-Awwal,Monday,16,90
2016,16-Feb-16,7 Jumada Al-Awwal,Tuesday,16,90
2016,17-Feb-16,8 Jumada Al-Awwal,Wednesday,16,92
2016,18-Feb-16,9 Jumada Al-Awwal,Thursday,18,92
2016,19-Feb-16,10 Jumada Al-Awwal,Friday,22,94
2016,20-Feb-16,11 Jumada Al-Awwal,Saturday,26,98
2016,21-Feb-16,12 Jumada Al-Awwal,Sunday,27,103
2016,22-Feb-16,13 Jumada Al-Awwal,Monday,28,105
2016,23-Feb-16,14 Jumada Al-Awwal,Tuesday,30,102
2016,24-Feb-16,15 Jumada Al-Awwal,Wednesday,32,102
2016,25-Feb-16,16 Jumada Al-Awwal,Thursday,34,102
2016,26-Feb-16,17 Jumada Al-Awwal,Friday,36,105
2016,27-Feb-16,18 Jumada Al-Awwal,Saturday,40,115
2016,28-Feb-16,19 Jumada Al-Awwal,Sunday,40,108
2016,29-Feb-16,20 Jumada Al-Awwal,Monday,40,105
2016,1-Mar-16,21 Jumada Al-Awwal,Tuesday,42,112
2016,2-Mar-16,22 Jumada Al-Awwal,Wednesday,42,122
2016,3-Mar-16,23 Jumada Al-Awwal,Thursday,44,124
2016,4-Mar-16,24 Jumada Al-Awwal,Friday,44,120
2016,5-Mar-16,25 Jumada Al-Awwal,Saturday,42,118
